strain	region	country																				
USA/AZ-ASU48765/2022	North America	USA																				
USA/AZ-ASU45168/2022	North America	USA																				
USA/AZ-ASU48824/2022	North America	USA																				
USA/AZ-ASU49196/2022	North America	USA																				
USA/AZ-ASU49276/2022	North America	USA																				
USA/AZ-ASU49284/2022	North America	USA																				
USA/AZ-ASU49533/2022	North America	USA																				
Japan/IC-5016/2022	Asia	Japan																				
USA/AZ-ASU49589/2022	North America	USA																				
USA/AZ-ASU49598/2022	North America	USA																				
USA/AZ-ASU49651/2022	North America	USA																				
USA/AZ-ASU49080/2022	North America	USA																				
USA/CA-HLX-STM-GX55GN877/2022	North America	USA																				
USA/CA-CDC-FG-259054/2022	North America	USA																				
USA/CA-HLX-STM-NCU6RRTNQ/2022	North America	USA																				
USA/IL-NM-19171/2022	North America	USA																				
USA/IN-CDC-ASC210604789/2022	North America	USA																				
USA/IN-CDC-LC0527057/2022	North America	USA																				
USA/IN-LH000213577/2022	North America	USA																				
USA/KS-KHEL-9600/2022	North America	USA																				
USA/KY-CDC-ASC210757265/2022	North America	USA																				
USA/KY-CDC-ASC210859373/2022	North America	USA																				
USA/KY-CDC-LC0530077/2022	North America	USA																				
USA/LA-CDC-QDX34289965/2022	North America	USA																				
USA/LA-CDC-QDX34290045/2022	North America	USA																				
USA/MA-CDC-ASC210551113/2022	North America	USA																				
USA/MA-CDC-ASC210551135/2022	North America	USA																				
USA/MA-CDC-ASC210650138/2022	North America	USA																				
USA/MA-CDC-ASC210699821/2022	North America	USA																				
USA/MA-CDC-ASC210729951/2022	North America	USA																				
USA/MA-CDC-ASC210729953/2022	North America	USA																				
USA/MA-CDC-ASC210732070/2022	North America	USA																				
USA/IL-CDC-ASC210861708/2022	North America	USA																				
USA/MA-CDC-ASC210752681/2022	North America	USA																				
USA/IL-CDC-ASC210823778/2022	North America	USA																				
USA/IL-CDC-ASC210732449/2022	North America	USA																				
USA/GA-CDC-STM-GWD5GUM5Y/2022	North America	USA																				
USA/GA-GPHL-734/2022	North America	USA																				
USA/HI-H227639/2022	North America	USA																				
USA/HI-H227700/2022	North America	USA																				
USA/HI-H227715/2022	North America	USA																				
USA/HI-H227716/2022	North America	USA																				
USA/HI-H227805/2022	North America	USA																				
USA/HI-H227838/2022	North America	USA																				
USA/HI-H228505/2022	North America	USA																				
USA/HI-H228647/2022	North America	USA																				
USA/HI-H228781/2022	North America	USA																				
USA/IA-SHL-2054709/2022	North America	USA																				
USA/ID-IBL-803472/2022	North America	USA																				
USA/ID-USAFSAM-S13442/2022	North America	USA																				
USA/IL-CDC-ASC210552670/2022	North America	USA																				
USA/IL-CDC-ASC210692895/2022	North America	USA																				
USA/IL-CDC-ASC210698686/2022	North America	USA																				
USA/IL-CDC-ASC210823752/2022	North America	USA																				
USA/GA-CDC-STM-CCDGNUH38/2022	North America	USA																				
USA/MA-CDC-ASC210756741/2022	North America	USA																				
USA/MA-CDC-ASC210855138/2022	North America	USA																				
USA/MA-NEIDL-03917/2022	North America	USA																				
USA/MA-NEIDL-03921/2022	North America	USA																				
USA/MA-NEIDL-03952/2022	North America	USA																				
USA/MA-NEIDL-03999/2022	North America	USA																				
USA/MA-NEIDL-04222/2022	North America	USA																				
USA/MA-NEIDL-04242/2022	North America	USA																				
USA/MA-NEIDL-04323/2022	North America	USA																				
USA/MA-NEIDL-04539/2022	North America	USA																				
USA/MA-NEIDL-04596/2022	North America	USA																				
USA/MD-CDC-ASC210682932/2022	North America	USA																				
USA/MD-CDC-ASC210690232/2022	North America	USA																				
USA/MD-CDC-ASC210697798/2022	North America	USA																				
USA/MD-CDC-ASC210749516/2022	North America	USA																				
USA/MD-CDC-ASC210824351/2022	North America	USA																				
USA/MD-CDC-IBX384767761609/2022	North America	USA																				
USA/MD-CDC-IBX453223266960/2022	North America	USA																				
USA/MD-CDC-LC0548716/2022	North America	USA																				
USA/MA-NEIDL-03864/2022	North America	USA																				
USA/MA-CDC-ASC210819523/2022	North America	USA																				
USA/MA-NEIDL-03837/2022	North America	USA																				
USA/MA-CDCBI-CRSP_U4XKLYPJ3S32A5PE/2022	North America	USA																				
USA/MA-CDC-LC0522964/2022	North America	USA																				
USA/MA-CDC-QDX33398467/2022	North America	USA																				
USA/MA-CDC-QDX33398487/2022	North America	USA																				
USA/MA-CDC-QDX33398688/2022	North America	USA																				
USA/MA-CDC-QDX33633556/2022	North America	USA																				
USA/MA-CDC-QDX33920857/2022	North America	USA																				
USA/MA-CDC-QDX34074468/2022	North America	USA																				
USA/MA-CDC-STM-GE7KKRHSX/2022	North America	USA																				
USA/MA-CDC-STM-JESPP293B/2022	North America	USA																				
USA/MA-CDC-STM-KRWZZHMMZ/2022	North America	USA																				
USA/CA-HLX-STM-JJRN2DBZZ/2022	North America	USA																				
USA/MA-CDCBI-CRSP_4ZZAPQBGHICF2EUM/2022	North America	USA																				
USA/MA-CDCBI-CRSP_5BRTQKYSD6EIPNF2/2022	North America	USA																				
USA/MA-CDCBI-CRSP_5U7QA7QJRGB4OX6X/2022	North America	USA																				
USA/MA-CDCBI-CRSP_72LFHNENS62TQHKW/2022	North America	USA																				
USA/MA-CDCBI-CRSP_APTNYCK46IRA5N4F/2022	North America	USA																				
USA/MA-CDCBI-CRSP_MVRJ2EW63FFWHQ52/2022	North America	USA																				
USA/MA-CDCBI-CRSP_ZPR64HIIFBVN5ALG/2022	North America	USA																				
USA/GA-CDC-STM-3FQEHZPF7/2022	North America	USA																				
USA/MA-CDC-STM-WYK68ZAWS/2022	North America	USA																				
USA/GA-CDC-QDX33632304/2022	North America	USA																				
USA/CA-TCPHL-011322-04/2022	North America	USA																				
USA/CA-TCPHL-011922-29/2022	North America	USA																				
USA/CO-CDC-LC0503225/2022	North America	USA																				
USA/CO-CDC-LC0513604/2022	North America	USA																				
USA/CO-CDC-MMB13832220/2022	North America	USA																				
USA/CO-CDC-MMB13963531/2022	North America	USA																				
USA/CO-CDC-MMB14005780/2022	North America	USA																				
USA/CO-CDC-MMB14016507/2022	North America	USA																				
USA/CA-Stanford-68_S14/2022	North America	USA																				
USA/CO-CDC-MMB14050373/2022	North America	USA																				
USA/CO-CDC-MMB14194742/2022	North America	USA																				
USA/CO-CDC-MMB14195560/2022	North America	USA																				
USA/CO-CDC-MMB14195566/2022	North America	USA																				
USA/CO-CDC-MMB14337089/2022	North America	USA																				
USA/CO-CDC-MMB14466048/2022	North America	USA																				
USA/CO-CDC-MMB14659239/2022	North America	USA																				
USA/CO-CDC-MMB14674324/2022	North America	USA																				
USA/CO-CDC-MMB14676420/2022	North America	USA																				
USA/CO-CDC-MMB14078608/2022	North America	USA																				
USA/CO-CDPHE-2102779614/2022	North America	USA																				
USA/CA-SEARCH-68326/2022	North America	USA																				
USA/CA-SEARCH-114975/2022	North America	USA																				
USA/CA-HLX-STM-QG6ZSC6F2/2022	North America	USA																				
USA/GA-CDC-QDX34289404/2022	North America	USA																				
USA/CA-HLX-STM-Y34SYRZ7B/2022	North America	USA																				
USA/CA-LACPHL-AF06416/2022	North America	USA																				
USA/CA-LACPHL-AF06418/2022	North America	USA																				
USA/CA-LACPHL-AF06893/2022	North America	USA																				
USA/CA-LACPHL-AF07014/2022	North America	USA																				
USA/CA-LACPHL-AI00004/2022	North America	USA																				
USA/CA-SEARCH-64271/2022	North America	USA																				
USA/CA-LACPHL-AI00018/2022	North America	USA																				
USA/CA-LACPHL-AI00023/2022	North America	USA																				
USA/CA-LACPHL-AI00031/2022	North America	USA																				
USA/CA-LACPHL-AI00041/2022	North America	USA																				
USA/CA-LACPHL-AI00045/2022	North America	USA																				
USA/CA-LACPHL-AI00048/2022	North America	USA																				
USA/CA-MHRPTDK2KGSWP/2022	North America	USA																				
USA/CA-OC-1794/2022	North America	USA																				
USA/CA-R0NSDYDSBA92P/2022	North America	USA																				
USA/CA-LACPHL-AI00022/2022	North America	USA																				
USA/CO-CDPHE-2102889376/2022	North America	USA																				
USA/FL-USAFSAM-S13384/2022	North America	USA																				
USA/CO-CDPHE-2102899156/2022	North America	USA																				
USA/DC-CDC-LC0548546/2022	North America	USA																				
USA/DC-CDC-LC0558857/2022	North America	USA																				
USA/FL-BPHL-3779/2022	North America	USA																				
USA/FL-CDC-ASC210731145/2022	North America	USA																				
USA/FL-CDC-ASC210752874/2022	North America	USA																				
USA/FL-CDC-ASC210757127/2022	North America	USA																				
USA/FL-CDC-ASC210757276/2022	North America	USA																				
USA/FL-CDC-LC0555112/2022	North America	USA																				
USA/DC-CDC-LC0544808/2022	North America	USA																				
USA/FL-CDC-STM-5T4P4EUUU/2022	North America	USA																				
USA/FL-CDC-STM-ZDV89NWPZ/2022	North America	USA																				
USA/FL-PATHOL-S1/2022	North America	USA																				
USA/FL-PATHOL-S5/2022	North America	USA																				
USA/FL-USAFSAM-S13386/2022	North America	USA																				
USA/GA-CDC-ASC210750638/2022	North America	USA																				
USA/GA-CDC-LC0529742/2022	North America	USA																				
USA/GA-CDC-LC0546425/2022	North America	USA																				
USA/CO-CDPHE-2102890648/2022	North America	USA																				
USA/FL-CDC-STM-77CPCCUR3/2022	North America	USA																				
USA/DC-CDC-LC0531668/2022	North America	USA																				
USA/FL-CDC-STM-AWJ3T3MZ9/2022	North America	USA																				
USA/CT-Yale-17859/2022	North America	USA																				
USA/CO-CDPHE-2102913325/2022	North America	USA																				
USA/CO-CDPHE-2102902457/2022	North America	USA																				
USA/CT-Yale-17898/2022	North America	USA																				
USA/CO-CDPHE-2102934266/2022	North America	USA																				
USA/CO-CDPHE-2103006890/2022	North America	USA																				
USA/CT-CDC-ASC210650572/2022	North America	USA																				
USA/CT-CDC-LC0518400/2022	North America	USA																				
USA/CT-CDC-LC0547018/2022	North America	USA																				
USA/CT-CDC-LC0559711/2022	North America	USA																				
USA/CT-CDC-LC0477413/2022	North America	USA																				
USA/CT-JAX-JAX-2104-01-035/2022	North America	USA																				
USA/CT-YPL22-20403/2022	North America	USA																				
USA/CT-YPL22-22212/2022	North America	USA																				
USA/GA-CDC-MMB14083474/2022	North America	USA																				
USA/CT-YPL22-22348/2022	North America	USA																				
USA/CT-CDC-LC0560003/2022	North America	USA																				
USA/CT-YPL22-22306/2022	North America	USA																				
Japan/IC-4926/2022	Asia	Japan																				
England/ALDP-34A9321/2022	Europe	United Kingdom																				
England/ALDP-350A86A/2022	Europe	United Kingdom																				
England/ALDP-34FE457/2022	Europe	United Kingdom																				
England/ALDP-34FD9A4/2022	Europe	United Kingdom																				
